word,run1,run2,run3,mean
socket,5,5,5,5
sod,5,5,4,4.667
soda,5,5,5,5
sodium,4,3,4,3.667
sofa,5,5,5,5
softball,5,5,5,5
software,3,3,3,3
soil,5,5,5,5
soldier,4,4,4,4
solicitation,2,2,2,2
solicitor,3,3,3,3
solidarity,3,3,3,3
solitude,3,3,3,3
soloist,3,3,3,3
solstice,2,2,2,2
solution,3,3,3,3
solver,3,3,3,3
son,5,5,5,5
sonata,3,3,3,3
song,4,4,4,4
songwriter,4,4,4,4
sonnet,2,2,2,2
sophistication,3,3,3,3
sophomore,3,3,3,3
soprano,4,4,4,4
soul,2,2,2,2
soundtrack,4,4,4,4
soup,5,5,5,5
source,3,3,3,3
souvenir,4,4,4,4
sovereignty,2,2,2,2
spa,4,4,4,4
space,3,3,3,3
spacecraft,4,4,4,4
spacer,3,3,3,3
spaceship,5,5,5,5
spacing,3,3,3,3
spade,5,5,5,5
spaghetti,5,5,5,5
spam,3,3,3,3
spasm,4,4,4,4
speaker,5,5,5,5
spec,3,3,3,3
specialization,2,2,2,2
specialty,3,3,3,3
species,3,3,3,3
specification,3,3,3,3
specificity,3,2,2,2.333
specimen,4,4,4,4
speck,5,5,5,5
spectacle,4,4,4,4
spectator,4,4,4,4
spectrum,3,3,3,3
speculation,2,2,2,2
speculator,3,3,3,3
speech,4,4,4,4
spelling,3,3,3,3
sperm,5,4,4,4.333
sphere,5,4,5,4.667
spider,5,5,5,5
spinach,5,5,5,5
spindle,4,4,4,4
spine,5,5,5,5
spinner,4,4,4,4
spire,4,4,4,4
spirit,2,2,2,2
spirituality,2,2,2,2
spleen,3,3,3,3
splendor,3,4,4,3.667
spoiler,3,3,3,3
spokesman,3,3,3,3
spokesperson,3,3,3,3
spokeswoman,3,3,3,3
sponsorship,3,3,3,3
spontaneity,3,3,3,3
spore,4,4,4,4
sportsman,4,4,4,4
spouse,4,4,4,4
spreadsheet,3,3,3,3
spree,3,3,3,3
springboard,4,4,4,4
sprinkler,5,5,5,5
sprite,3,3,4,3.333
squad,4,4,4,4
squadron,3,3,3,3
squatter,3,3,3,3
squid,5,5,5,5
squirrel,5,5,5,5
stability,3,3,3,3
stabilization,3,3,3,3
stadium,5,5,5,5
staff,4,4,4,4
staffer,3,3,3,3
staffing,3,3,3,3
stag,5,5,5,5
staging,3,3,3,3
stagnation,2,2,2,2
stair,5,5,5,5
staircase,5,5,5,5
stairway,5,5,5,5
stalker,3,3,3,3
stallion,5,5,5,5
stamina,4,4,4,4
stance,3,3,3,3
standardization,2,2,2,2
standout,3,3,3,3
standpoint,3,3,3,3
stanza,3,3,2,2.667
startup,3,3,3,3
starvation,3,3,3,3
statement,3,3,3,3
statesman,3,3,3,3
station,4,4,4,4
stationery,4,4,4,4
statistic,2,2,2,2
statistician,3,3,3,3
statue,5,5,5,5
stature,3,3,3,3
statute,2,2,2,2
steak,5,5,5,5
stealth,3,3,3,3
steamer,5,5,5,5
steel,5,5,5,5
steering,4,4,4,4
stench,5,5,5,5
stewardship,3,3,3,3
sticker,5,5,5,5
stiffness,4,4,4,4
stigma,2,2,2,2
stillness,3,3,3,3
stimulation,3,3,3,3
stimulus,3,3,3,3
stint,3,3,3,3
stipend,2,2,2,2
stipulation,2,2,2,2
stockholder,3,3,3,3
stocking,5,5,5,5
stool,5,5,5,5
stoppage,3,3,3,3
storage,3,3,3,3
story,4,4,4,4
storyline,3,3,3,3
storyteller,4,4,4,4
stove,5,5,5,5
stranger,4,3,4,3.667
strategist,3,3,3,3
strategy,3,3,3,3
street,5,5,5,5
strength,4,4,4,4
stretcher,5,5,5,5
strife,2,2,2,2
striker,4,4,4,4
stripper,4,4,4,4
stroller,5,5,5,5
stronghold,3,3,3,3
student,4,4,4,4
studio,4,4,4,4
stuffing,4,4,4,4
stupidity,2,2,2,2
style,3,3,3,3
styling,3,3,3,3
stylist,3,3,3,3
stylus,4,4,4,4
subcommittee,3,3,3,3
subcontractor,3,3,3,3
subculture,3,3,3,3
subdivision,3,3,3,3
subjectivity,2,2,2,2
submission,2,2,2,2
submitter,2,2,2,2
subroutine,2,2,2,2
subscriber,3,3,3,3
subscription,3,3,3,3
subsection,2,2,2,2
subset,2,2,2,2
subsidiary,3,3,3,3
subsidy,2,2,2,2
subsistence,2,2,2,2
subspecies,3,3,3,3
substance,3,3,3,3
substitution,3,3,3,3
subsystem,3,3,2,2.667
subtext,2,2,2,2
subtlety,2,2,2,2
subtype,3,2,3,2.667
suburb,4,4,4,4
subversion,2,2,2,2
subway,5,5,5,5
success,3,4,3,3.333
succession,3,3,3,3
successor,3,3,3,3
suction,4,4,4,4
sufferer,3,3,3,3
suffrage,2,2,2,2
sugar,5,5,5,5
suggestion,3,3,3,3
suicide,2,2,2,2
suitability,3,3,3,3
suitcase,5,5,5,5
suite,4,4,4,4
suitor,3,3,3,3
sulfate,2,2,2,2
sulfur,5,5,5,5
summary,2,2,2,2
summer,4,4,4,4
summertime,4,4,4,4
summit,5,5,5,5
sun,5,5,5,5
sunflower,5,5,5,5
sunglasses,5,5,5,5
sunlight,5,5,5,5
sunrise,5,5,5,5
sunscreen,5,5,5,5
sunset,5,5,5,5
sunshine,5,5,5,5
supercomputer,4,4,4,4
superhero,4,4,4,4
superintendent,3,3,3,3
superiority,2,2,2,2
supermarket,5,5,5,5
supernova,3,3,3,3
superpower,3,3,3,3
superstar,4,4,4,4
superstition,2,2,2,2
supervision,3,3,3,3
supervisor,3,3,3,3
supper,5,5,4,4.667
supplier,3,3,3,3
supporter,3,3,3,3
supposition,2,2,2,2
suppression,2,2,2,2
supremacist,2,2,2,2
supremacy,2,2,2,2
surfer,4,4,4,4
surgeon,4,4,4,4
surgery,4,4,4,4
surroundings,4,4,4,4
surveillance,3,3,3,3
surveyor,4,4,3,3.667
survival,4,4,4,4
survivor,4,4,4,4
susceptibility,2,2,2,2
sushi,5,5,5,5
suspense,3,3,3,3
suspension,3,3,3,3
suspicion,3,3,3,3
sustainability,3,3,3,3
sustenance,3,3,3,3
sweater,5,5,5,5
sweetener,4,4,4,4
sweetheart,3,3,3,3
sweetness,4,4,5,4.333
swimmer,5,5,5,5
swimming,5,5,5,5
swine,4,4,4,4
sword,5,5,5,5
syllable,3,3,3,3
syllabus,3,3,3,3
symbol,2,2,2,2
symbolism,2,2,2,2
symmetry,3,3,3,3
sympathy,3,3,3,3
symphony,3,3,3,3
symposium,2,3,2,2.333
symptom,3,3,3,3
synagogue,4,4,4,4
synchronization,3,3,3,3
syndrome,2,2,2,2
synergy,2,2,2,2
synonym,2,2,2,2
synopsis,2,2,2,2
syntax,2,2,2,2
synthesis,2,2,2,2
synthesizer,4,4,4,4
syrup,5,5,5,5
system,3,3,3,3
tab,3,3,3,3
tabernacle,2,2,2,2
table,5,5,5,5
tablespoon,5,5,5,5
tablet,5,5,5,5
taco,5,5,5,5
tact,3,3,3,3
tactic,3,3,3,3
tailgate,3,3,3,3
takeover,3,3,3,3
taker,3,3,3,3
tale,3,3,3,3
talent,3,3,3,3
tank,5,5,5,5
tanker,5,5,5,5
tantrum,3,3,3,3
tapestry,4,4,4,4
tariff,2,2,2,2
tarmac,5,5,5,5
task,3,3,3,3
taster,4,4,4,4
tavern,4,4,4,4
taxation,2,2,2,2
taxi,5,5,5,5
taxis,2,3,2,2.333
taxpayer,3,3,3,3
tea,5,5,5,5
teacher,4,4,4,4
team,4,4,4,4
teammate,4,4,4,4
teamwork,3,3,3,3
teaser,3,3,3,3
teaspoon,5,5,5,5
tech,3,3,3,3
technicality,2,3,2,2.333
technician,4,4,4,4
technique,3,3,3,3
technology,3,3,3,3
teenager,4,3,3,3.333
telecommunication,2,2,3,2.333
telegram,3,3,3,3
telescope,5,5,5,5
television,5,5,5,5
teller,4,4,4,4
temp,3,3,3,3
temperament,3,3,3,3
temperature,4,5,4,4.333
template,3,3,3,3
temple,4,5,5,4.667
tempo,3,3,3,3
temptation,3,3,3,3
tenacity,3,3,3,3
tenancy,3,3,3,3
tenant,3,3,3,3
tendency,3,3,3,3
tenderness,3,3,3,3
tendon,5,5,5,5
tenement,4,4,4,4
tenet,2,2,2,2
tennis,5,5,5,5
tenor,3,2,2,2.333
tension,3,3,3,3
tent,5,5,5,5
tentacle,5,4,5,4.667
term,2,2,2,2
termination,2,2,2,2
terminology,2,2,2,2
terrain,4,4,4,4
terrier,5,5,5,5
territory,4,4,4,4
terror,2,2,2,2
terrorism,2,2,2,2
testament,2,2,2,2
tester,3,3,3,3
testicle,5,5,5,5
testimony,3,3,3,3
testosterone,3,3,3,3
text,4,4,4,4
textbook,5,5,5,5
texture,4,4,4,4
thanksgiving,4,4,4,4
theater,4,4,4,4
theft,3,3,3,3
theme,2,2,3,2.333
theologian,2,2,2,2
theology,2,2,2,2
theorist,2,2,2,2
theory,2,2,2,2
therapist,3,3,3,3
therapy,3,3,3,3
thermometer,5,5,5,5
thermostat,4,4,4,4
thesis,2,2,2,2
thickness,4,4,4,4
thief,4,4,4,4
thigh,5,5,5,5
thing,3,3,3,3
thinker,3,3,3,3
threat,3,3,3,3
threshold,3,3,3,3
thrift,3,3,3,3
thriller,4,4,4,4
throat,5,5,5,5
throne,4,4,4,4
thug,3,3,3,3
thumbnail,4,4,4,4
thunderstorm,5,5,5,5
thyme,5,5,5,5
ticket,5,5,5,5
tidbit,4,4,4,4
tide,4,4,4,4
tiger,5,5,5,5
tights,5,5,5,5
tiling,4,4,4,4
timber,5,5,5,5
time,2,2,2,2
timeout,3,3,3,3
timer,5,5,5,5
timetable,3,3,3,3
timing,3,3,3,3
tin,5,5,5,5
tiredness,3,3,3,3
tissue,5,5,5,5
tit,1,1,1,1
titanium,5,5,5,5
toad,5,5,5,5
toaster,5,5,5,5
tobacco,5,5,5,5
toddler,4,5,5,4.667
tofu,5,5,5,5
toilet,5,5,5,5
toiletry,3,3,3,3
tolerance,3,3,3,3
tomato,5,5,5,5
tomb,5,5,5,5
ton,5,5,5,5
toner,4,4,4,4
tongue,5,5,5,5
tool,5,5,5,5
toolbox,5,5,5,5
tooth,5,5,5,5
toothbrush,5,5,5,5
toothpaste,5,5,5,5
topic,3,3,3,3
topography,2,2,2,2
tornado,5,5,5,5
torque,3,3,3,3
torso,5,5,5,5
tortilla,5,5,5,5
tortoise,5,5,5,5
totality,2,2,2,2
touchdown,4,4,4,4
toughness,4,4,4,4
tourism,3,3,3,3
tourist,4,4,4,4
tournament,3,3,3,3
towel,5,5,5,5
tower,5,5,5,5
town,5,5,5,5
townhouse,5,5,5,5
township,3,3,3,3
toxicity,3,2,3,2.667
toxin,4,4,4,4
tracker,4,4,4,4
tract,3,3,3,3
traction,4,4,4,4
tractor,5,5,5,5
tradeoff,3,3,3,3
trader,4,4,3,3.667
tradesman,4,4,4,4
trading,3,3,3,3
tradition,3,3,3,3
traffic,4,4,4,4
trafficker,2,3,3,2.667
trafficking,2,2,2,2
tragedy,2,2,2,2
trailer,4,5,4,4.333
trainee,3,3,3,3
trainer,4,4,4,4
training,4,4,4,4
trait,3,3,3,3
traitor,2,2,2,2
trajectory,3,3,3,3
trance,3,3,3,3
tranquility,3,3,3,3
transaction,3,3,3,3
transcendence,1,1,1,1
transcript,3,3,3,3
transcription,3,3,3,3
transformation,3,3,3,3
transformer,4,4,4,4
transfusion,3,3,3,3
transgression,2,2,2,2
transistor,4,4,4,4
transition,3,3,3,3
translation,3,3,3,3
translator,3,3,3,3
transmission,3,3,3,3
transmitter,3,3,3,3
transparency,3,2,2,2.333
transplantation,3,3,3,3
transportation,3,4,4,3.667
transporter,3,3,3,3
traps,4,4,4,4
trauma,2,2,2,2
traveler,4,4,4,4
travesty,2,2,2,2
tray,5,5,5,5
treachery,2,2,2,2
treadmill,5,5,5,5
treason,2,2,2,2
treasurer,3,3,3,3
treasury,3,3,3,3
treatment,3,3,3,3
treaty,2,2,2,2
tree,5,5,5,5
tremor,4,4,4,4
trench,5,5,5,5
trend,3,3,3,3
trepidation,2,2,2,2
trial,3,3,3,3
triangle,5,5,5,5
tribe,4,4,4,4
tribulation,2,2,2,2
tribunal,2,2,2,2
tribute,3,3,3,3
trilogy,3,3,3,3
trimester,3,3,3,3
trio,4,4,4,4
trip,4,4,4,4
tripod,5,5,5,5
trivia,3,3,3,3
trolley,5,5,5,5
troop,4,4,4,4
trooper,3,3,3,3
trophy,5,5,5,5
trough,4,4,4,4
troupe,3,3,3,3
trouser,5,5,5,5
trout,5,5,5,5
truce,3,3,3,3
truck,5,5,5,5
truffle,5,5,5,5
trunk,5,5,5,5
trustee,2,2,2,2
truth,2,2,2,2
tsunami,4,4,5,4.333
tub,5,5,5,5
tube,5,5,5,5
tuberculosis,3,3,3,3
tubing,3,3,3,3
tuition,3,3,3,3
tummy,5,5,5,5
tumor,4,4,4,4
tuna,5,5,5,5
tuner,4,4,4,4
tunic,4,4,4,4
turbine,4,4,4,4
turbo,3,3,3,3
turbulence,3,3,3,3
turkey,5,5,5,5
turmoil,2,2,2,2
turnaround,3,3,3,3
turnip,5,5,5,5
turnout,3,3,3,3
turnover,3,3,3,3
turntable,5,5,5,5
turret,4,4,4,4
turtle,5,5,5,5
twilight,4,4,4,4
typeface,3,3,3,3
typewriter,5,5,5,5
typo,3,3,3,3
tyranny,2,2,2,2
tyrant,2,2,2,2
ulcer,3,3,3,3
ultrasound,3,3,3,3
umbrella,5,5,5,5
uncertainty,2,2,2,2
uncle,5,5,5,5
underdog,3,3,3,3
underside,4,4,4,4
understanding,3,3,3,3
understatement,2,2,2,2
undertaker,3,3,3,3
undertaking,3,3,3,3
underwear,5,5,5,5
underworld,3,3,3,3
underwriting,2,2,2,2
unease,3,3,3,3
unemployment,2,2,2,2
unfairness,2,2,2,2
unhappiness,2,2,2,2
unicorn,2,2,2,2
unification,3,3,3,3
uniformity,2,2,2,2
union,3,3,3,3
uniqueness,3,3,3,3
unison,3,3,3,3
unit,3,3,3,3
unity,3,2,2,2.333
universe,3,3,3,3
university,3,3,3,3
unrest,3,3,3,3
unwillingness,2,2,2,2
upbringing,3,3,3,3
upheaval,3,3,3,3
upholstery,4,3,3,3.333
upkeep,3,3,3,3
uprising,3,3,3,3
uproar,3,3,3,3
uptake,3,3,3,3
uranium,4,4,4,4
urgency,3,3,3,3
urine,5,5,5,5
urn,4,5,4,4.333
usage,3,3,3,3
usefulness,3,3,3,3
user,3,3,3,3
utensil,5,4,5,4.667
uterus,5,5,5,5
utility,3,3,3,3
utilization,2,2,2,2
utterance,3,3,3,3
vacancy,3,3,3,3
vacation,4,4,4,4
vaccination,3,3,3,3
vaccine,4,4,4,4
vagina,5,5,5,5
validation,2,3,3,2.667
validity,2,2,2,2
valley,5,5,5,5
valuation,2,2,2,2
valve,4,4,4,4
vampire,3,3,3,3
vandalism,2,2,3,2.333
vanilla,5,5,5,5
vanity,2,2,2,2
vantage,3,3,3,3
vapor,4,4,4,4
variability,2,2,3,2.333
variance,2,2,2,2
variation,3,3,3,3
variety,3,3,3,3
vase,5,5,5,5
vegan,3,3,3,3
vegetable,5,5,5,5
vegetation,4,4,4,4
vehicle,5,5,5,5
vein,5,5,5,5
velocity,3,3,3,3
velvet,5,5,5,5
vendor,4,4,4,4
vengeance,2,2,2,2
venom,5,5,5,5
ventilation,3,3,3,3
venue,3,3,4,3.333
veracity,2,2,2,2
verb,3,3,3,3
verdict,2,2,2,2
verification,2,3,2,2.333
versatility,3,3,3,3
version,3,3,3,3
vertebra,5,5,5,5
vertex,2,2,2,2
vessel,4,4,4,4
vestige,2,2,2,2
veterinarian,4,4,4,4
viability,3,3,3,3
vial,5,5,5,5
vibes,3,3,3,3
vibration,4,4,4,4
vicinity,3,3,3,3
victim,3,3,3,3
victory,4,4,4,4
viewer,4,4,4,4
viewfinder,4,4,4,4
viewing,4,3,3,3.333
viewpoint,3,3,3,3
vigil,3,3,3,3
vigilance,3,3,3,3
vigilante,3,3,3,3
vigor,4,4,4,4
villa,4,4,4,4
village,4,4,4,4
villager,4,4,4,4
villain,3,3,3,3
vine,5,5,5,5
vinegar,5,5,5,5
vineyard,4,4,4,4
vinyl,4,5,5,4.667
violation,2,2,2,2
violence,3,3,3,3
violin,5,5,5,5
violinist,4,4,4,4
virginity,2,2,2,2
virtue,2,2,2,2
virus,3,4,3,3.333
visa,3,3,3,3
viscosity,3,3,3,3
visibility,3,3,3,3
vision,3,3,3,3
visitation,3,3,3,3
visitor,4,4,4,4
visualization,3,3,3,3
vitality,3,3,3,3
vitamin,3,3,4,3.333
vocabulary,3,3,3,3
vocalist,4,4,4,4
vocation,3,3,3,3
vodka,5,5,5,5
volatility,2,2,2,2
volcano,5,5,5,5
volleyball,5,5,5,5
volt,3,3,3,3
voltage,3,2,2,2.333
volume,3,3,3,3
vortex,3,3,3,3
voter,3,3,3,3
voting,3,3,3,3
voucher,3,3,3,3
vowel,3,2,3,2.667
voyage,4,4,4,4
voyeur,3,3,3,3
vulnerability,2,2,2,2
vulture,5,5,5,5
wafer,5,5,5,5
wagon,5,5,5,5
waist,5,5,5,5
waiter,4,4,4,4
waitress,4,4,4,4
waiver,2,2,2,2
walkway,5,5,5,5
wall,5,5,5,5
wallet,5,5,5,5
wand,4,4,4,4
war,3,3,3,3
warden,3,3,3,3
wardrobe,5,5,5,5
warfare,3,3,3,3
warhead,4,4,4,4
warlord,3,3,3,3
warmth,4,4,4,4
warning,3,3,3,3
warranty,2,2,2,2
warrior,4,4,4,4
warship,5,5,5,5
wart,5,5,5,5
wartime,3,3,3,3
washer,5,5,5,5
wasp,5,5,5,5
wasteland,3,3,3,3
watchdog,5,5,5,5
watcher,4,4,4,4
water,5,5,5,5
watercolor,4,4,4,4
waterfall,5,5,5,5
waterfront,5,5,5,5
watermelon,5,5,5,5
waterway,4,4,4,4
waveform,3,3,3,3
wavelength,3,3,3,3
way,3,3,3,3
wayside,3,3,3,3
weakness,2,2,2,2
wealth,3,4,3,3.333
weapon,5,5,5,5
weaponry,3,4,3,3.333
wearer,3,3,4,3.333
web,4,4,4,4
website,3,4,3,3.333
wedding,4,4,4,4
week,3,3,3,3
weekday,3,3,3,3
weekend,4,4,4,4
weight,4,4,4,4
welfare,2,2,2,2
wellbeing,3,3,3,3
wellness,3,3,3,3
werewolf,3,3,3,3
whale,5,5,5,5
wheat,5,5,5,5
wheelchair,5,5,5,5
whereabouts,3,3,3,3
whim,3,3,3,3
whisker,5,5,5,5
whiskey,5,5,5,5
whisky,5,5,5,5
wholesaler,3,3,3,3
wickedness,2,2,2,2
widget,3,3,3,3
width,4,4,4,4
wife,4,4,4,4
wig,5,5,5,5
wilderness,4,4,4,4
wildfire,5,5,5,5
wildflower,5,5,5,5
wildlife,4,4,4,4
willingness,3,3,3,3
willow,5,5,5,5
windfall,3,3,3,3
windmill,5,5,5,5
window,5,5,5,5
windscreen,5,5,5,5
windshield,5,5,5,5
wine,5,5,5,5
winery,4,4,4,4
winner,4,4,4,4
winter,4,4,4,4
wiper,5,5,5,5
wireless,4,4,3,3.667
wiring,4,4,4,4
wisdom,3,3,2,2.667
witch,4,4,4,4
witchcraft,3,3,3,3
withdrawal,3,3,3,3
woe,2,2,2,2
wolf,5,5,5,5
woman,5,5,5,5
womb,4,4,4,4
wood,5,5,5,5
woodland,4,4,4,4
woodwork,4,4,4,4
wool,5,5,5,5
word,3,3,3,3
wording,3,3,3,3
workbook,4,4,4,4
worker,4,4,4,4
workforce,3,3,3,3
workhouse,3,3,3,3
workload,3,3,3,3
workman,4,4,4,4
workmanship,3,3,3,3
workout,4,4,4,4
worksheet,4,4,4,4
workshop,4,4,4,4
workspace,4,4,4,4
workstation,4,4,4,4
world,3,3,3,3
worshipper,3,3,3,3
wrapper,5,5,5,5
wrath,2,2,2,2
wreath,4,4,4,4
wreckage,5,5,5,5
wrestler,5,5,5,5
wrestling,4,4,4,4
wrist,5,5,5,5
writer,4,4,4,4
wrongdoing,2,2,2,2
yacht,5,5,5,5
yahoo,3,3,3,3
yard,5,5,5,5
yarn,5,5,5,5
year,3,3,3,3
yeast,5,5,5,5
yen,2,2,2,2
yoga,4,4,4,4
yogurt,5,5,5,5
yolk,5,5,5,5
youngster,4,4,4,4
youth,3,3,3,3
zeal,3,3,3,3
zealot,2,2,2,2
zebra,5,5,5,5
zest,4,4,3,3.667
zinc,5,5,5,5
zipper,5,5,5,5
zodiac,2,2,2,2
zombie,4,4,4,4
zone,3,3,3,3
zoning,3,3,3,3
zoo,5,5,5,5
